@relation water_potability-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-R10-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R10

@attribute Instance_number numeric
@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Cluster numeric

@data
3840,0.397703,0.773577,0.459995,0.170318,0.505907,0.441069,0.445513,0.545789,0.686901,1
3841,0.50569,0.599867,0.483562,0.475982,0.437418,0.536537,0.444399,0.422523,0.362482,1
3842,0.476893,0.513794,0.273438,0.525696,0.563825,0.309871,0.442737,0.599358,0.377513,0
3843,0.487082,0.5586,0.399466,0.680189,0.581699,0.442907,0.192535,0.38455,0.412461,0
3844,0.621955,0.537689,0.406586,0.543212,0.74379,0.535553,0.477612,0.65001,0.432974,0
3845,0.441211,0.571601,0.362456,0.558154,0.713636,0.390653,0.324382,0.256066,0.44912,0
3846,0.55784,0.511501,0.394192,0.551266,0.571987,0.254826,0.50069,0.535531,0.44856,0
3847,0.54695,0.529605,0.149483,0.602,0.618222,0.379275,0.489093,0.34017,0.604413,0
3848,0.653086,0.529081,0.638095,0.637817,0.588891,0.276094,0.442405,0.466785,0.475772,1
3849,0.456475,0.523071,0.256334,0.425566,0.670399,0.23627,0.582199,0.624498,0.522493,0
3850,0.553146,0.494847,0.399912,0.599256,0.461446,0.447877,0.296401,0.615939,0.359301,1
3851,0.487765,0.765869,0.268416,0.517365,0.597056,0.443672,0.434451,0.539666,0.394093,0
3852,0.366594,0.59218,0.502188,0.403388,0.680783,0.432911,0.421741,0.528206,0.595224,1
3853,0.519005,0.600072,0.179818,0.622899,0.704294,0.297474,0.531216,0.54185,0.659013,0
3854,0.498029,0.656436,0.365132,0.567381,0.581699,0.584296,0.495427,0.705567,0.566972,1
3855,0.482343,0.520037,0.203638,0.601839,0.726175,0.296649,0.501321,0.673523,0.268992,0
3856,0.514954,0.547811,0.358103,0.486268,0.610734,0.392697,0.340945,0.515129,0.527376,0
3857,0.531247,0.503757,0.466297,0.468779,0.609983,0.455299,0.52019,0.621575,0.565361,1
3858,0.543361,0.661299,0.143841,0.606843,0.610783,0.396752,0.4691,0.455671,0.277566,0
3859,0.46424,0.613266,0.314204,0.602953,0.540953,0.377747,0.570741,0.437816,0.422502,0
3860,0.465549,0.580598,0.257486,0.572896,0.511495,0.252698,0.421848,0.672764,0.58403,0
3861,0.499284,0.443402,0.214119,0.490484,0.632329,0.40127,0.547647,0.529788,0.649149,0
3862,0.583737,0.563017,0.389359,0.567062,0.643169,0.461718,0.42688,0.714468,0.54085,1
3863,0.463579,0.61702,0.469878,0.46731,0.552749,0.424853,0.549429,0.533488,0.585011,1
3864,0.471835,0.565978,0.209262,0.450416,0.619464,0.323402,0.518856,0.494893,0.503569,0
3865,0.491329,0.716528,0.424156,0.59419,0.567082,0.453365,0.493875,0.581456,0.430497,1
3866,0.538242,0.527793,0.198101,0.553527,0.769767,0.452988,0.317658,0.53253,0.358929,0
3867,0.551154,0.652989,0.480161,0.573899,0.581699,0.206509,0.320366,0.859145,0.588099,1
3868,0.447551,0.518464,0.432812,0.479206,0.470441,0.274515,0.418909,0.454693,0.455122,1
3869,0.550793,0.516728,0.141109,0.600572,0.807432,0.254845,0.274505,0.455911,0.428283,0
3870,0.510353,0.675869,0.397814,0.484127,0.530838,0.272241,0.547523,0.586528,0.377959,0
3871,0.493833,0.504019,0.44862,0.470548,0.472801,0.378323,0.384332,0.729216,0.583796,1
3872,0.608186,0.445827,0.536839,0.541977,0.518767,0.313702,0.518256,0.387333,0.439331,1
3873,0.569267,0.609413,0.377913,0.555429,0.638227,0.680306,0.382273,0.342569,0.508696,1
3874,0.536972,0.530098,0.522762,0.572907,0.475166,0.249282,0.629165,0.433772,0.771677,1
3875,0.588447,0.753473,0.662337,0.527387,0.442678,0.344418,0.447854,0.599034,0.484103,1
3876,0.506707,0.352081,0.261729,0.510789,0.58441,0.668152,0.605707,0.497639,0.374249,0
3877,0.510037,0.533578,0.529508,0.414577,0.450382,0.499013,0.469812,0.500546,0.733453,1
3878,0.528831,0.482253,0.535084,0.523372,0.559422,0.250587,0.447978,0.626076,0.422166,1
3879,0.474621,0.724769,0.237284,0.492325,0.590444,0.57199,0.482839,0.451083,0.70828,0
3880,0.53374,0.332305,0.358824,0.534414,0.604714,0.467536,0.421225,0.482585,0.51981,0
3881,0.578324,0.342196,0.069006,0.787459,0.808083,0.367859,0.548772,0.261242,0.248449,0
3882,0.456995,0.640334,0.18508,0.562931,0.757826,0.395428,0.411805,0.694922,0.371671,0
3883,0.511581,0.501089,0.647226,0.384366,0.453883,0.331192,0.527688,0.689475,0.631235,1
3884,0.494126,0.648171,0.577798,0.453238,0.304896,0.241637,0.374992,0.546431,0.464364,1
3885,0.456713,0.485152,0.393009,0.556011,0.632295,0.300248,0.400522,0.635416,0.375155,0
3886,0.415771,0.426017,0.284127,0.50627,0.61879,0.241557,0.422634,0.496736,0.49432,0
3887,0.486473,0.800453,0.306339,0.507117,0.563588,0.280423,0.668167,0.65919,0.706899,0
3888,0.566463,0.564958,0.172217,0.604825,0.624975,0.444973,0.550845,0.534824,0.409037,0
3889,0.502413,0.496414,0.506165,0.423492,0.456577,0.420009,0.477197,0.59698,0.365171,1
3890,0.503115,0.528177,0.171566,0.50686,0.629437,0.431144,0.43891,0.611388,0.363492,0
3891,0.503092,0.501667,0.201949,0.585943,0.727336,0.679125,0.49433,0.396568,0.506258,0
3892,0.531801,0.5702,0.40675,0.417809,0.562518,0.253609,0.429739,0.538757,0.406696,0
3893,0.46274,0.616809,0.240982,0.583923,0.617916,0.468173,0.535584,0.531749,0.520197,0
3894,0.53455,0.501004,0.267887,0.624551,0.547931,0.296292,0.402773,0.422286,0.317758,0
3895,0.582311,0.570263,0.573306,0.459725,0.390122,0.221647,0.391097,0.467874,0.531771,1
3896,0.500003,0.557989,0.325149,0.593405,0.642305,0.512649,0.336779,0.406104,0.45894,0
3897,0.51875,0.543676,0.268177,0.592701,0.625746,0.370741,0.776723,0.607993,0.373127,0
3898,0.515758,0.540794,0.444586,0.463802,0.540576,0.436358,0.592515,0.671961,0.419369,1
3899,0.545226,0.759293,0.230754,0.605488,0.666021,0.605705,0.339398,0.397426,0.451903,0
3900,0.414281,0.505752,0.583239,0.37442,0.50221,0.414823,0.190131,0.669995,0.674395,1
3901,0.519192,0.440628,0.654618,0.298157,0.385508,0.338738,0.396576,0.499931,0.504873,1
3902,0.490141,0.586583,0.272715,0.511879,0.494982,0.524651,0.59944,0.589742,0.444164,0
3903,0.647125,0.46049,0.54023,0.533029,0.562185,0.476247,0.4895,0.560506,0.429457,1
3904,0.161109,0.416396,0.272887,0.628545,0.78329,0.24499,0.606556,0.457914,0.620369,0
3905,0.441843,0.483623,0.289922,0.600712,0.711823,0.268968,0.354779,0.470842,0.418121,0
3906,0.535622,0.560511,0.266466,0.602265,0.588827,0.482635,0.355401,0.21821,0.366047,0
3907,0.507026,0.575754,0.438356,0.525733,0.471128,0.378849,0.585662,0.485956,0.724096,1
3908,0.523075,0.48549,0.593529,0.41409,0.45109,0.5849,0.465106,0.577495,0.555438,1
3909,0.517403,0.63195,0.107592,0.711196,0.771789,0.446618,0.353778,0.480655,0.445878,0
3910,0.425978,0.624803,0.208037,0.599614,0.712679,0.245412,0.251194,0.285369,0.457645,0
3911,0.505771,0.299348,0.138921,0.588594,0.748952,0.573002,0.512215,0.3082,0.430685,0
3912,0.577377,0.373928,0.452531,0.641094,0.583548,0.449962,0.378691,0.531886,0.541557,1
3913,0.252077,0.718714,0.436446,0.359596,0.563976,0.594994,0.461349,0.361411,0.42791,1
3914,0.510337,0.523932,0.118634,0.590695,0.67025,0.339938,0.282156,0.59498,0.429934,0
3915,0.513573,0.589786,0.364783,0.599155,0.541641,0.339778,0.165448,0.624245,0.486341,0
3916,0.591377,0.58038,0.354699,0.563755,0.643664,0.686651,0.518124,0.595177,0.518648,1
3917,0.505771,0.512094,0.296434,0.570345,0.497852,0.386983,0.35613,0.638785,0.514616,0
3918,0.576231,0.436358,0.64233,0.663864,0.445685,0.483393,0.251073,0.523808,0.591609,1
3919,0.518989,0.704611,0.479664,0.615605,0.592374,0.157696,0.321018,0.848166,0.58559,1
3920,0.493833,0.61309,0.36442,0.484804,0.581699,0.590048,0.493048,0.617272,0.652796,1
3921,0.568493,0.576647,0.603211,0.649538,0.383776,0.596971,0.469793,0.661077,0.300267,1
3922,0.515084,0.656787,0.200629,0.586348,0.625105,0.600359,0.445269,0.403957,0.331577,0
3923,0.554322,0.467801,0.504663,0.557593,0.556381,0.390764,0.590883,0.572773,0.429456,1
3924,0.522655,0.543291,0.106139,0.623049,0.556451,0.651857,0.438022,0.608579,0.392577,0
3925,0.538571,0.604225,0.331177,0.439422,0.569054,0.261154,0.420297,0.575006,0.554512,0
3926,0.553655,0.635479,0.304185,0.568938,0.645129,0.286609,0.435063,0.400588,0.625862,0
3927,0.636087,0.502914,0.642464,0.534576,0.444583,0.389787,0.506595,0.529229,0.535792,1
3928,0.501016,0.33215,0.331732,0.590944,0.648713,0.658188,0.445773,0.526593,0.59352,1
3929,0.536521,0.651242,0.450849,0.552621,0.569292,0.528438,0.307059,0.508186,0.478567,1
3930,0.50134,0.49608,0.205869,0.498574,0.584631,0.361812,0.508886,0.546108,0.398743,0
3931,0.539028,0.667036,0.214714,0.498985,0.723335,0.447487,0.36707,0.558476,0.541925,0
3932,0.485163,0.541886,0.222909,0.504705,0.714078,0.296568,0.418448,0.444216,0.792148,0
3933,0.522478,0.650356,0.306653,0.563783,0.654287,0.336814,0.464986,0.454692,0.398839,0
3934,0.500522,0.32731,0.126119,0.439692,0.692676,0.676667,0.345544,0.654882,0.542792,0
3935,0.501033,0.546901,0.272389,0.510403,0.49652,0.545232,0.478223,0.526321,0.500865,0
3936,0.391408,0.702356,0.178954,0.525479,0.583439,0.440358,0.475822,0.4703,0.323408,0
3937,0.489368,0.632385,0.246741,0.516691,0.581699,0.429967,0.504048,0.652027,0.316213,0
3938,0.515939,0.553445,0.557128,0.488312,0.531467,0.367183,0.564081,0.628538,0.448783,1
3939,0.591588,0.656129,0.48237,0.579548,0.437943,0.377778,0.504855,0.501856,0.333634,1
3940,0.54402,0.495517,0.350471,0.524439,0.51878,0.382947,0.52654,0.587485,0.218379,0
3941,0.616424,0.500692,0.428682,0.662085,0.728486,0.525572,0.588043,0.577263,0.593769,1
3942,0.587776,0.711966,0.502569,0.64753,0.581699,0.445292,0.372032,0.660416,0.571577,1
3943,0.507272,0.475824,0.330673,0.508171,0.654574,0.424934,0.339932,0.509574,0.572582,0
3944,0.414513,0.405724,0.125996,0.514233,0.5693,0.397332,0.41844,0.668102,0.445947,0
3945,0.556618,0.463232,0.475822,0.436899,0.589825,0.314255,0.66549,0.682038,0.397156,1
3946,0.433878,0.552565,0.216266,0.467944,0.57913,0.613268,0.519803,0.549572,0.489385,0
3947,0.533768,0.656345,0.51583,0.49082,0.57888,0.547924,0.559635,0.328468,0.448991,1
3948,0.604045,0.617474,0.266329,0.414059,0.56663,0.472741,0.338117,0.480844,0.211656,0
3949,0.506058,0.5806,0.43949,0.560698,0.530359,0.395736,0.540945,0.468653,0.628552,1
3950,0.562977,0.661818,0.288499,0.436317,0.599296,0.491964,0.496999,0.600108,0.347244,0
3951,0.463709,0.53808,0.310792,0.524297,0.581699,0.526875,0.421089,0.466953,0.640355,0
3952,0.505508,0.490613,0.642287,0.650651,0.442013,0.484157,0.228356,0.438977,0.12779,1
3953,0.501973,0.478979,0.416633,0.539526,0.561451,0.205004,0.330996,0.663954,0.172106,0
3954,0.500867,0.553917,0.299425,0.504774,0.610117,0.293415,0.538395,0.672904,0.353824,0
3955,0.501907,0.644875,0.248845,0.576483,0.706576,0.393404,0.454797,0.565541,0.56419,0
3956,0.543032,0.614775,0.505615,0.478708,0.547513,0.508239,0.390549,0.393136,0.407728,1
3957,0.512525,0.431072,0.412791,0.561202,0.544334,0.365922,0.366473,0.558719,0.46806,1
3958,0.53456,0.66964,0.416083,0.391379,0.524409,0.4519,0.547115,0.674346,0.510638,1
3959,0.429164,0.580293,0.406923,0.502057,0.595008,0.534126,0.331526,0.652525,0.536493,1
3960,0.473573,0.52361,0.273411,0.488444,0.555171,0.527949,0.62434,0.642404,0.305651,0
3961,0.495755,0.529738,0.606922,0.60575,0.35375,0.397212,0.578045,0.516584,0.464202,1
3962,0.542958,0.566894,0.184755,0.603058,0.643774,0.339827,0.224361,0.585883,0.573966,0
3963,0.462379,0.47483,0.274493,0.509584,0.527196,0.405899,0.458227,0.366226,0.568867,0
3964,0.464976,0.55771,0.220361,0.585194,0.597911,0.529309,0.404025,0.529052,0.281113,0
3965,0.538587,0.502291,0.331299,0.493849,0.581699,0.387614,0.419066,0.372016,0.630119,0
3966,0.516319,0.432707,0.458232,0.64238,0.459561,0.420542,0.627896,0.250587,0.560572,1
3967,0.53098,0.680876,0.24805,0.398229,0.524448,0.593799,0.555795,0.629654,0.578654,0
3968,0.420681,0.482379,0.33874,0.508063,0.474211,0.228746,0.436274,0.481553,0.490883,0
3969,0.592522,0.664441,0.382639,0.487253,0.558282,0.408304,0.341651,0.457476,0.379933,0
3970,0.449595,0.514025,0.332796,0.607256,0.581699,0.512669,0.510526,0.605215,0.564445,0
3971,0.546928,0.561177,0.60354,0.633457,0.356554,0.60069,0.572913,0.606122,0.312561,1
3972,0.505404,0.593749,0.291257,0.501703,0.487989,0.32956,0.424597,0.621615,0.337204,0
3973,0.367295,0.468307,0.078837,0.61969,0.620355,0.279759,0.40933,0.273326,0.48565,0
3974,0.547945,0.559849,0.246024,0.447385,0.552776,0.71827,0.556956,0.403657,0.645673,0
3975,0.575654,0.409961,0.569486,0.560508,0.581699,0.350916,0.397743,0.456635,0.440985,1
3976,0.516484,0.472721,0.327634,0.455184,0.62649,0.31204,0.448963,0.46539,0.458535,0
3977,0.50586,0.443696,0.369776,0.468024,0.449441,0.495635,0.528384,0.468899,0.758987,1
3978,0.474944,0.449768,0.402112,0.69101,0.490067,0.378626,0.323623,0.432379,0.411521,0
3979,0.553558,0.744571,0.253369,0.612893,0.579351,0.709319,0.212692,0.648731,0.432105,0
3980,0.500128,0.546529,0.342627,0.429124,0.381244,0.296431,0.49128,0.616076,0.220703,0
3981,0.610851,0.711669,0.792779,0.441845,0.57769,0.614,0.540587,0.494582,0.572085,1
3982,0.548685,0.664622,0.570299,0.574896,0.620799,0.273219,0.554308,0.320901,0.6339,1
3983,0.435141,0.485435,0.443153,0.560361,0.559078,0.45076,0.416458,0.526694,0.579409,1
3984,0.509986,0.508805,0.528898,0.415923,0.452148,0.47467,0.514581,0.529506,0.604801,1
3985,0.459683,0.413582,0.363766,0.637919,0.548196,0.552539,0.453327,0.529324,0.390966,0
3986,0.57748,0.632315,0.322262,0.454199,0.625007,0.219699,0.464283,0.366371,0.60561,0
3987,0.512091,0.496917,0.366334,0.51201,0.438611,0.297745,0.429629,0.328355,0.677927,1
3988,0.424079,0.374634,0.432245,0.461483,0.589375,0.712767,0.483809,0.859393,0.529,1
3989,0.450224,0.498649,0.276075,0.784966,0.524353,0.437244,0.443926,0.550187,0.619294,0
3990,0.460275,0.575286,0.542268,0.574489,0.642451,0.545936,0.515303,0.8141,0.367796,1
3991,0.537524,0.533104,0.340573,0.516178,0.738169,0.706034,0.454312,0.644305,0.527853,0
3992,0.464795,0.604617,0.224253,0.600035,0.684042,0.505259,0.578029,0.608448,0.421149,0
3993,0.504029,0.350492,0.34314,0.60653,0.626326,0.428405,0.521218,0.44364,0.343942,0
3994,0.546056,0.55676,0.230044,0.416319,0.624243,0.43643,0.219822,0.533862,0.547226,0
3995,0.509493,0.655363,0.250061,0.572255,0.58974,0.376232,0.481707,0.549502,0.370884,0
3996,0.480481,0.535758,0.324982,0.637635,0.613172,0.334709,0.373166,0.605295,0.591098,0
3997,0.466833,0.58454,0.298402,0.349392,0.527309,0.328094,0.324514,0.605333,0.50538,0
3998,0.403826,0.348166,0.175652,0.486976,0.590378,0.500043,0.327377,0.556065,0.476191,0
3999,0.543607,0.566272,0.37009,0.47996,0.575486,0.395262,0.500648,0.530938,0.401984,0
4000,0.56951,0.670285,0.114041,0.436492,0.607463,0.182334,0.350255,0.395585,0.512988,0
4001,0.519853,0.58538,0.277053,0.50655,0.697893,0.300262,0.562184,0.519848,0.605843,0
4002,0.502851,0.479829,0.324865,0.507632,0.618684,0.33407,0.497171,0.521313,0.593195,0
4003,0.457882,0.521077,0.418851,0.404403,0.560385,0.515488,0.509509,0.49514,0.640258,1
4004,0.271843,0.539244,0.353212,0.374415,0.581699,0.416761,0.583442,0.451414,0.625534,1
4005,0.470445,0.558524,0.607542,0.621385,0.39336,0.3621,0.139063,0.514723,0.495229,1
4006,0.602395,0.68267,0.633232,0.587625,0.517775,0.504341,0.484995,0.51424,0.479738,1
4007,0.503161,0.565491,0.326531,0.388552,0.599386,0.620245,0.642647,0.582062,0.647591,1
4008,0.507753,0.341494,0.496721,0.232874,0.469372,0.287096,0.490401,0.503065,0.280242,1
4009,0.518678,0.661582,0.201978,0.549185,0.606982,0.296707,0.498617,0.556895,0.549796,0
4010,0.632768,0.62661,0.774286,0.621067,0.453565,0.617677,0.319501,0.569742,0.315134,1
4011,0.452868,0.500517,0.447402,0.61686,0.482741,0.277555,0.431781,0.653629,0.498581,1
4012,0.527106,0.412016,0.36512,0.574652,0.510207,0.410219,0.470072,0.502468,0.681325,1
4013,0.487802,0.4359,0.2482,0.51756,0.577165,0.706861,0.573215,0.464819,0.36203,0
4014,0.505771,0.556112,0.416734,0.571229,0.576074,0.227537,0.521598,0.413049,0.373236,0
4015,0.532351,0.819503,0.471957,0.520852,0.566279,0.257111,0.518159,0.525923,0.520465,1
4016,0.545211,0.663786,0.350807,0.641155,0.72593,0.393697,0.506891,0.612642,0.515774,0
4017,0.518975,0.490709,0.219738,0.561072,0.597696,0.412874,0.590049,0.613477,0.580529,0
4018,0.563859,0.402901,0.142294,0.529798,0.629856,0.597385,0.509386,0.309479,0.465885,0
4019,0.554509,0.643177,0.570305,0.573707,0.601548,0.266678,0.508044,0.490253,0.636539,1
4020,0.592784,0.615882,0.32728,0.551419,0.63538,0.56231,0.546994,0.54773,0.418679,0
4021,0.505771,0.586314,0.324889,0.556669,0.664105,0.28486,0.3561,0.416615,0.556501,0
4022,0.55678,0.578724,0.320981,0.577585,0.593036,0.35114,0.197488,0.513826,0.414811,0
4023,0.508982,0.549715,0.313382,0.380062,0.536409,0.225432,0.64029,0.559921,0.550057,0
4024,0.471071,0.577103,0.557677,0.490456,0.659685,0.456889,0.231125,0.528439,0.438084,1
4025,0.439096,0.655934,0.356354,0.612555,0.56118,0.371299,0.420711,0.343402,0.41238,0
4026,0.481097,0.529675,0.562137,0.578905,0.559355,0.235894,0.641904,0.639454,0.322106,1
4027,0.491884,0.456331,0.498871,0.598573,0.441834,0.469076,0.333452,0.564115,0.405713,1
4028,0.533173,0.61615,0.320408,0.52926,0.65131,0.540685,0.260189,0.459553,0.541903,0
4029,0.5096,0.596132,0.314214,0.459977,0.644544,0.459093,0.502093,0.545017,0.398401,0
4030,0.636081,0.64962,0.351623,0.776775,0.606749,0.207831,0.593032,0.452728,0.593015,0
4031,0.552117,0.592879,0.203277,0.431723,0.746191,0.636131,0.495391,0.500779,0.435283,0
4032,0.497664,0.604726,0.197197,0.510511,0.729885,0.468196,0.528281,0.247756,0.384811,0
4033,0.391799,0.380961,0.282024,0.473272,0.692546,0.286286,0.399454,0.534057,0.435079,0
4034,0.408162,0.500552,0.12672,0.583436,0.576871,0.467581,0.409512,0.678982,0.461452,0
4035,0.498246,0.488376,0.223744,0.565127,0.605428,0.28141,0.549174,0.571735,0.457165,0
4036,0.624772,0.66606,0.664101,0.476577,0.501566,0.178625,0.445966,0.561261,0.522857,1
4037,0.513538,0.642474,0.473689,0.611158,0.573018,0.360783,0.436057,0.372751,0.573182,1
4038,0.671016,0.471989,0.790019,0.67138,0.545756,0.397758,0.459477,0.582151,0.306946,1
4039,0.494462,0.539103,0.524651,0.656618,0.411871,0.649287,0.606009,0.509972,0.474606,1
4040,0.508103,0.375997,0.406089,0.49512,0.467934,0.257694,0.358969,0.49867,0.419897,1
4041,0.451943,0.576962,0.243485,0.570438,0.55044,0.439273,0.447642,0.426112,0.529246,0
4042,0.537112,0.460552,0.308417,0.604729,0.590453,0.413262,0.404847,0.535458,0.531129,0
4043,0.416217,0.538354,0.621376,0.592376,0.562165,0.405279,0.476891,0.569877,0.520176,1
4044,0.557231,0.604866,0.57595,0.588318,0.668804,0.332436,0.405573,0.29811,0.550468,1
4045,0.536032,0.533153,0.325519,0.570896,0.402967,0.526196,0.546778,0.74832,0.565519,1
4046,0.503727,0.521015,0.415968,0.595462,0.601076,0.322413,0.357008,0.52419,0.529456,1
4047,0.495501,0.486467,0.415107,0.514552,0.605814,0.454055,0.438584,0.568627,0.549311,1
4048,0.513488,0.474122,0.327848,0.49866,0.627024,0.322956,0.368262,0.484198,0.399397,0
4049,0.416816,0.541665,0.41956,0.616891,0.578909,0.565885,0.589743,0.692327,0.64998,1
4050,0.563784,0.608966,0.443721,0.54072,0.579024,0.279645,0.395796,0.378277,0.595405,1
4051,0.508741,0.557767,0.202048,0.442752,0.591121,0.321054,0.467119,0.510697,0.558847,0
4052,0.44939,0.551311,0.268147,0.472049,0.623246,0.49509,0.49067,0.478083,0.269418,0
4053,0.481981,0.469403,0.52037,0.421106,0.581699,0.425776,0.416627,0.424561,0.628729,1
4054,0.565116,0.506646,0.345779,0.512631,0.58065,0.424091,0.483588,0.458764,0.294638,0
4055,0.55239,0.640193,0.236964,0.539485,0.679035,0.544019,0.337286,0.466839,0.595604,0
4056,0.542972,0.621683,0.304074,0.477087,0.482013,0.417043,0.568671,0.429977,0.463145,0
4057,0.613952,0.577256,0.40758,0.685174,0.505129,0.327452,0.548511,0.675606,0.259825,0
4058,0.40657,0.401756,0.584424,0.398034,0.581699,0.490954,0.174918,0.483697,0.447868,1
4059,0.474979,0.678913,0.287391,0.389267,0.597653,0.398154,0.439276,0.458751,0.301083,0
4060,0.501021,0.620431,0.364728,0.543306,0.574396,0.350951,0.484271,0.509575,0.48966,0
4061,0.456089,0.613357,0.355865,0.616678,0.565166,0.357081,0.380465,0.41606,0.486826,0
4062,0.509581,0.456924,0.493994,0.484664,0.473185,0.515435,0.433049,0.598725,0.76594,1
4063,0.509643,0.642176,0.152189,0.403483,0.619148,0.619739,0.433091,0.474543,0.725295,0
4064,0.477258,0.522292,0.363734,0.549436,0.581699,0.488604,0.508522,0.495171,0.61417,1
4065,0.388073,0.309874,0.124816,0.499595,0.408106,0.467287,0.57529,0.621767,0.6043,0
4066,0.502339,0.630391,0.242369,0.544379,0.635989,0.502237,0.521746,0.835304,0.544719,0
4067,0.444884,0.594463,0.4228,0.731338,0.506299,0.498783,0.439755,0.478245,0.952463,1
4068,0.463203,0.631498,0.184993,0.314192,0.633961,0.40017,0.350768,0.69005,0.580319,0
4069,0.556204,0.575841,0.408634,0.482244,0.533502,0.531168,0.41641,0.530582,0.660254,1
4070,0.395324,0.543851,0.23216,0.561185,0.448411,0.546591,0.459982,0.720757,0.667773,0
4071,0.711652,0.494575,0.428222,0.704546,0.584103,0.514201,0.433931,0.570447,0.483345,1
4072,0.510452,0.420286,0.21476,0.521577,0.567439,0.3151,0.547655,0.510436,0.547556,0
4073,0.554131,0.488546,0.538865,0.522357,0.558417,0.604426,0.562325,0.335389,0.476381,1
4074,0.655707,0.630066,0.524237,0.926117,0.562956,0.349443,0.355603,0.454411,0.417906,1
4075,0.516367,0.627104,0.277356,0.623389,0.58491,0.383142,0.556587,0.458184,0.636695,0
4076,0.290639,0.454856,0.279422,0.277794,0.772711,0.346567,0.36697,0.523882,0.342622,0
4077,0.515889,0.527935,0.311468,0.544842,0.581699,0.179091,0.477267,0.528955,0.452221,0
4078,0.463981,0.511711,0.263494,0.484888,0.472862,0.35255,0.647057,0.645548,0.483537,0
4079,0.631684,0.560506,0.573335,0.666343,0.59047,0.34346,0.334171,0.553903,0.440398,1
4080,0.535526,0.558603,0.407174,0.418527,0.554743,0.438126,0.41799,0.640783,0.431708,1
4081,0.422211,0.464925,0.219578,0.510263,0.589421,0.735216,0.405405,0.321433,0.439996,0
4082,0.505771,0.435946,0.491943,0.769531,0.561965,0.462404,0.327938,0.758191,0.374,1
4083,0.600393,0.600327,0.556711,0.726821,0.428438,0.295631,0.533355,0.590466,0.58469,1
4084,0.46213,0.446328,0.431588,0.544895,0.59036,0.700422,0.474646,0.857571,0.582728,1
4085,0.516513,0.567751,0.374064,0.722825,0.581503,0.486431,0.478105,0.678062,0.37047,0
4086,0.467952,0.611749,0.234566,0.469602,0.541905,0.647883,0.367383,0.568369,0.410384,0
4087,0.467329,0.598703,0.306683,0.551894,0.606511,0.137535,0.454584,0.42468,0.349336,0
4088,0.487436,0.502426,0.457876,0.642674,0.561126,0.239299,0.372359,0.322825,0.241614,0
4089,0.475677,0.459045,0.260506,0.40992,0.491687,0.308431,0.373591,0.511446,0.620307,0
4090,0.351728,0.478958,0.301358,0.418026,0.627418,0.619716,0.450344,0.544484,0.487499,0
4091,0.452354,0.53836,0.292765,0.644439,0.722885,0.133749,0.453885,0.433665,0.37118,0
4092,0.503185,0.550389,0.494346,0.561062,0.537103,0.531579,0.400386,0.570002,0.361182,1
4093,0.524836,0.508114,0.394615,0.729226,0.536088,0.504577,0.627793,0.606246,0.447986,1
4094,0.358123,0.587383,0.178333,0.474372,0.703313,0.661726,0.486989,0.351741,0.341556,0
4095,0.486085,0.598086,0.310558,0.580492,0.575416,0.253353,0.416085,0.540691,0.603646,0
4096,0.475368,0.500134,0.337431,0.585798,0.574404,0.322384,0.487735,0.643654,0.682008,0
4097,0.46486,0.552582,0.443581,0.497593,0.664559,0.639266,0.434158,0.602475,0.29964,1
4098,0.581786,0.697284,0.458027,0.58677,0.44697,0.613764,0.366377,0.2809,0.335459,1
4099,0.386015,0.364255,0.29683,0.512737,0.629786,0.305733,0.571732,0.612826,0.582889,0
4100,0.425552,0.388523,0.280922,0.518597,0.672888,0.230782,0.493404,0.485616,0.443619,0
4101,0.452885,0.407996,0.282124,0.490081,0.716282,0.344915,0.579788,0.537418,0.530693,0
4102,0.511738,0.616293,0.306433,0.330662,0.614469,0.370248,0.422301,0.592848,0.216643,0
4103,0.529474,0.543524,0.430821,0.433889,0.506468,0.313513,0.530345,0.261686,0.649829,1
4104,0.431815,0.642373,0.276375,0.369738,0.689771,0.743634,0.684636,0.562955,0.332954,0
4105,0.509452,0.521451,0.314614,0.460634,0.476509,0.321688,0.501028,0.268914,0.205901,0
4106,0.546364,0.492558,0.346888,0.511676,0.5943,0.432855,0.45604,0.548197,0.687681,1
4107,0.455537,0.501627,0.542054,0.421889,0.664912,0.570793,0.467051,0.466522,0.388719,1
4108,0.565665,0.524261,0.387666,0.547515,0.689223,0.471897,0.488996,0.498985,0.644204,1
4109,0.62589,0.550892,0.438827,0.461185,0.534525,0.572644,0.273285,0.399132,0.433432,1
4110,0.513347,0.579752,0.193481,0.368848,0.851667,0.553744,0.470428,0.446363,0.566453,0
4111,0.38602,0.376641,0.30981,0.903013,0.742244,0.363716,0.324557,0.556972,0.588763,0
4112,0.744406,0.549641,0.521196,0.715864,0.580524,0.425108,0.340147,0.673103,0.421265,1
4113,0.497893,0.532978,0.443903,0.542025,0.478319,0.253971,0.363705,0.450256,0.390493,1
